36.59381,-121.87692,49,NPSGate
36.59337,-121.87730,52,Sloat Bridge
36.60887,-121.89111,10,CGPier
36.80474,-121.78251,30,MossLandRockets
36.66294,-121.61856,62,KSNSR08
36.66098,-121.59830,79,KSNSR26
33.93986, -118.37981,92,KLAX25R
33.93585, -118.41935,118,KLAX07L
41.32404, -105.57775,7178,UWYO Football
